seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104,meanEisenbergHydrophobicity,K_KR
20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15845.9090909,2724.66666667,0.0,0.065294,0.336923076923,0.5
21,0.0,0.0,0.0,0.0,0.0,8.33,0.0,15.385,15587.5454545,7323.22222222,0.0,0.085088,0.316153846154,1.0
22,0.0,0.0,0.0,0.0,0.0,8.33,0.0,15.385,15438.0909091,7274.22222222,0.0,0.083436,0.330769230769,1.0
23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,14920.9090909,10531.0,0.0,0.04025,0.583076923077,1.0
24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15084.5454545,4461.66666667,0.0,0.085238,0.658461538462,1.0
25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,20104.3636364,5033.44444444,0.0,0.070627,0.577692307692,1.0
26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,18312.0,5714.0,0.0,0.067021,0.471538461538,1.0
27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,6889.72727273,7587.22222222,0.0,0.06229,0.355384615385,1.0
28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,18321.2727273,7493.22222222,0.0,0.067607,0.416923076923,1.0
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,14324.3636364,5293.66666667,0.0,0.057618,0.535384615385,1.0
30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,15163.5833333,15247.3,0.0,0.045099,0.332142857143,1.0
31,2.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,14.286,12931.8333333,14056.6,0.0,0.050744,0.350714285714,1.0
32,3.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,14.286,13313.0833333,11338.9,0.0,0.048648,0.265714285714,0.666666666667
33,1.0,0.0,7.69,0.0,0.0,0.0,0.0,14.286,19246.25,6631.1,0.0,0.058174,0.327857142857,1.0
34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,11702.0,6103.3,0.0,0.049875,0.392142857143,1.0
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,12190.5,10758.4,0.0,0.056968,0.0785714285714,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,21.429,13345.4166667,13184.8,0.0,0.079002,0.359285714286,1.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.5,21.429,12637.5,12313.7,0.0,0.072525,0.339285714286,1.0
38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,7708.0,10284.2,0.0,0.063561,0.3,1.0
39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143,11274.4166667,6179.9,0.0,0.070304,-0.0142857142857,1.0
40,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,12606.25,12557.7,0.0,0.079062,0.293571428571,1.0
41,3.0,0.0,0.0,0.0,0.0,0.0,0.4,7.143,12274.4166667,12157.4,0.0,0.074637,0.163571428571,1.0
42,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10481.4166667,5867.9,0.0,0.070798,0.215714285714,1.0
43,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,10725.6666667,12826.9,0.0,0.058076,0.127857142857,1.0
44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,11649.1538462,7456.27272727,0.0,0.060946,0.190666666667,1.0
45,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.667,8794.30769231,7987.0,0.0,0.065424,0.154666666667,1.0
46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12094.3846154,9267.81818182,0.0,0.071913,0.232,1.0
47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.667,13731.6153846,15694.3636364,0.0,0.083192,-0.292,0.250009374883
48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,5280.15384615,5246.09090909,0.0,0.058013,0.0926666666667,1.0
49,0.0,0.0,14.29,0.0,0.0,0.0,0.0,20.0,3094.46153846,4468.09090909,0.0,0.078733,0.926666666667,0.0
50,0.0,0.0,21.43,0.0,0.0,0.0,0.0,20.0,2848.30769231,4799.36363636,0.0,0.086612,0.901333333333,0.0
51,0.0,0.0,14.29,0.0,0.0,0.0,0.0,20.0,3058.92307692,4494.81818182,0.0,0.07586,0.864666666667,0.0
52,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10825.0769231,8751.18181818,0.0,0.068834,0.066,1.0
53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10684.5384615,8024.36363636,0.0,0.070606,0.0966666666667,1.0
54,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10260.5384615,8417.45454545,0.0,0.068913,0.046,1.0
55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14406.5,16401.8333333,0.0,0.068932,0.068125,0.0
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,13727.0714286,7761.16666667,0.0,0.092714,0.46375,1.0
57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,13847.0714286,7776.41666667,0.0,0.093222,0.44375,1.0
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,15211.5,6166.5,0.0,0.07681,0.46375,1.0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14295.7142857,5391.16666667,0.0,0.101677,0.453125,1.0
60,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882,10356.0666667,6051.46153846,0.0,0.062409,-0.343529411765,0.875005312593
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.529,11643.5333333,6420.46153846,0.0,0.089192,0.692941176471,1.0
62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.765,14510.6666667,5129.15384615,0.0,0.077611,0.229411764706,1.0
63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,10464.5333333,11367.1538462,0.0,0.072205,0.134705882353,1.0
64,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,7940.375,5093.5,0.0,0.070114,0.249444444444,0.799985600115
65,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,12452.125,5530.5,0.0,0.07873,0.413333333333,1.0
66,5.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,11.111,9768.5625,4835.21428571,0.0,0.072356,0.212777777778,1.0
67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,12847.3125,6321.14285714,0.0,0.062796,0.425555555556,1.0
68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,14118.375,7727.78571429,0.0,0.068219,0.371666666667,1.0
69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,11237.0625,4827.57142857,0.0,0.066986,0.543888888889,1.0
70,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,8895.3125,6361.28571429,0.0,0.053056,-0.0677777777778,1.0
71,-1.0,0.0,0.0,0.0,0.0,5.88,0.0,22.222,5073.625,5262.71428571,0.0,0.065475,0.4,0.0
72,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,11428.7647059,5837.26666667,0.0,0.061609,-0.376315789474,0.857146734705
73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,10102.1764706,9107.33333333,0.0,0.074369,0.363684210526,1.0
74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.053,10774.5294118,8087.2,0.0,0.078874,0.451052631579,0.0
75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,10485.0,6078.26666667,0.0,0.098631,0.497368421053,0.0
76,2.0,0.0,5.56,0.0,0.0,0.0,0.0,15.789,11329.8235294,5547.26666667,0.0,0.08055,0.49,1.0
77,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,9001.70588235,10049.6,0.0,0.071369,-0.0273684210526,1.0
78,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,9306.64705882,9438.6,0.0,0.0664,0.0578947368421,1.0
79,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.316,11599.0588235,5301.6,0.0,0.066986,0.251578947368,1.0
80,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,10.526,14745.2352941,6548.46666667,0.0,0.086362,0.307894736842,1.0
81,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,5034.17647059,5659.26666667,0.0,0.086866,-0.637368421053,0.625008906306
82,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16246.9444444,13764.875,0.0,0.067628,-0.059,0.8
83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10835.5,7452.4375,0.0,0.072205,0.0625,0.25
84,3.0,0.0,0.0,0.0,0.0,0.0,0.25,15.0,15215.7222222,11432.25,0.0,0.07357,0.43,1.0
85,2.0,0.0,0.0,0.0,0.0,0.0,0.5,25.0,14243.8333333,4873.0,0.0,0.064599,0.4645,1.0
86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14089.1111111,11385.25,0.0,0.056865,0.271,1.0
87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12532.0,5470.3125,0.0,0.084018,0.578,1.0
88,4.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,30.0,10295.2777778,9038.75,0.0,0.068502,0.1805,1.0
89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11607.8333333,4667.0,0.0,0.078018,-0.401,0.333333333333
90,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12808.0555556,13268.5625,0.0,0.066649,-0.4575,0.571428571429
91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12577.5,5481.75,0.0,0.084087,0.562,1.0
92,4.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,10.0,10917.8333333,7211.1875,0.0,0.075356,-0.3075,0.833333333333
93,5.0,0.0,0.0,0.0,0.0,0.0,0.25,10.0,11296.1111111,6508.9375,0.0,0.075093,-0.4135,0.857142857143
94,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7407.77777778,9102.125,0.0,0.044664,-0.0185,0.833333333333
95,2.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,28.571,12430.0526316,7615.76470588,0.0,0.074611,0.42380952381,1.0
96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,16908.3684211,15776.0,0.0,0.058886,0.422857142857,1.0
97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,11096.1052632,8020.41176471,0.0,0.080156,0.517619047619,1.0
98,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,15354.6842105,14549.8823529,0.0,0.062802,0.368571428571,1.0
99,4.0,0.0,0.0,0.0,0.0,0.0,0.2,28.571,10252.5789474,6772.23529412,0.0,0.064685,0.295238095238,1.0
100,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,9689.78947368,11504.1176471,0.0,0.050976,-0.734761904762,0.444444444444
101,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,8079.52631579,6845.88235294,0.0,0.054632,-0.360952380952,0.166666666667
102,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,9342.3,5224.38888889,0.0,0.053506,0.282727272727,0.666691111763
103,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,9282.9,5233.94444444,0.0,0.053298,0.235909090909,0.333308888237
104,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,10770.8,5867.88888889,0.0,0.046271,0.215909090909,0.0
105,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8201.95,7277.72222222,0.0,0.07227,-0.240909090909,0.333333333333
106,2.0,0.0,0.0,0.0,0.0,4.76,0.0,18.182,9155.2,3645.38888889,0.0,0.06576,0.57,1.0
107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,11615.2,5266.38888889,0.0,0.051522,0.324090909091,0.5
108,2.0,0.0,0.0,0.0,4.76,0.0,0.2,31.818,15459.85,6843.83333333,0.0,0.070919,0.169090909091,1.0
109,6.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,27.273,7644.0,7469.38888889,0.0,0.060368,-0.0718181818182,1.0
110,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,10701.4761905,7349.52631579,0.0,0.079973,0.391739130435,0.5
111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.739,9749.28571429,6408.57894737,0.0,0.068258,0.545652173913,0.0
112,4.0,0.0,0.0,0.0,0.0,0.0,0.2,13.043,13198.7619048,8680.15789474,0.0,0.056412,0.178695652174,1.0
113,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.739,11749.7619048,7767.36842105,0.0,0.065913,0.155652173913,1.0
114,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.696,11247.047619,8322.36842105,0.0,0.060181,0.101739130435,1.0
115,1.0,0.0,4.55,0.0,0.0,0.0,0.0,13.043,14617.0952381,6359.05263158,0.0,0.071839,0.202173913043,1.0
116,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,11715.047619,5844.10526316,0.0,0.085311,0.426956521739,1.0
117,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.696,12354.1904762,7748.15789474,0.0,0.079747,-0.332173913043,0.625007187626
118,6.0,0.0,4.55,0.0,0.0,0.0,0.0,13.043,8893.76190476,6688.05263158,0.0,0.056161,-0.220434782609,0.285723673402
119,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,10521.0952381,6946.31578947,0.0,0.082504,0.504347826087,1.0
120,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,11856.3809524,6067.73684211,0.0,0.087494,0.461739130435,1.0
121,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,11759.2380952,6007.57894737,0.0,0.088039,0.416956521739,0.0
122,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,6344.59090909,6138.9,0.0,0.068507,-0.61875,0.571433469332
123,4.0,4.35,0.0,0.0,0.0,0.0,0.0,20.833,14149.9545455,10426.2,0.0,0.066874,0.344166666667,1.0
124,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13592.9090909,10185.55,0.0,0.056545,0.227083333333,1.0
125,3.0,0.0,0.0,0.0,0.0,4.35,0.0,16.667,10680.9545455,6213.7,0.0,0.05744,0.452083333333,1.0
126,4.0,0.0,0.0,0.0,0.0,4.35,0.0,12.5,10177.6363636,7012.05,0.0,0.061036,0.337083333333,1.0
127,4.0,0.0,0.0,0.0,0.0,4.35,0.0,12.5,9976.0,6807.25,0.0,0.060053,0.35625,1.0
128,3.0,0.0,0.0,0.0,0.0,4.35,0.0,20.833,9545.18181818,6436.6,0.0,0.057527,0.445416666667,1.0
129,5.0,0.0,0.0,0.0,0.0,0.0,0.125,8.333,12342.3181818,6390.25,0.0,0.055738,-0.19375,1.0
130,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12861.2727273,7083.85,0.0,0.052888,-0.15625,0.5
131,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,12232.0454545,7541.4,0.0,0.067426,0.12125,1.0
132,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,12053.5,7585.05,0.0,0.067904,0.08,1.0
133,4.0,0.0,4.35,0.0,4.35,0.0,0.333333333333,25.0,8205.90909091,10354.45,0.0,0.063074,0.0966666666667,0.799990400307
134,5.0,0.0,4.35,0.0,0.0,0.0,0.0,25.0,11214.8181818,6793.85,0.0,0.063546,0.1875,1.0
135,7.0,0.0,0.0,0.0,0.0,0.0,0.125,16.667,11865.8636364,6135.2,0.0,0.040308,-0.158333333333,0.87499250015
136,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,8646.81818182,3054.05,0.0,0.092194,-0.909166666667,0.0
137,5.0,0.0,0.0,0.0,0.0,0.0,0.125,25.0,11507.6818182,5766.45,0.0,0.056854,-0.225833333333,1.0
138,3.0,0.0,0.0,0.0,0.0,4.35,0.666666666667,16.667,12757.5,9970.75,0.0,0.053299,0.2675,0.5
139,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,11115.8636364,9660.55,0.0,0.039146,-0.201666666667,0.16668
140,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12594.173913,9117.52380952,0.0,0.073793,0.1024,0.8
141,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10109.7391304,7874.9047619,0.0,0.053651,0.0968,0.4
142,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10121.173913,7842.19047619,0.0,0.053484,0.0556,0.2
143,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16490.7391304,8262.71428571,0.0,0.048432,-0.2068,0.333333333333
144,3.0,0.0,0.0,0.0,0.0,4.17,0.0,16.0,10048.0,5521.66666667,0.0,0.059554,0.3372,1.0
145,2.0,0.0,0.0,0.0,0.0,4.17,0.0,16.0,10942.6086957,5803.0952381,0.0,0.059468,0.4092,1.0
146,3.0,0.0,0.0,0.0,0.0,4.17,0.0,16.0,10304.5652174,5519.0,0.0,0.058635,0.5032,1.0
147,3.0,0.0,0.0,0.0,0.0,4.17,0.0,12.0,10981.826087,5708.9047619,0.0,0.061786,0.4,1.0
148,3.0,0.0,0.0,0.0,0.0,4.17,0.0,20.0,10476.826087,5369.66666667,0.0,0.058987,0.4768,1.0
149,2.0,0.0,0.0,0.0,0.0,4.17,0.0,20.0,10460.0434783,4731.9047619,0.0,0.060811,0.5028,0.0
150,3.0,0.0,0.0,0.0,0.0,4.17,0.0,20.0,10620.5217391,4572.04761905,0.0,0.065083,0.508,1.0
151,3.0,0.0,0.0,0.0,4.17,0.0,0.2,12.0,13997.0434783,5300.61904762,0.0,0.061558,0.1936,1.0
152,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10698.0869565,7768.85714286,0.0,0.039833,0.188,1.0
153,6.0,0.0,0.0,0.0,0.0,0.0,0.2,28.0,9127.17391304,7520.52380952,0.0,0.044888,-0.1252,0.571428571429
154,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10010.2173913,7032.71428571,0.0,0.044697,0.0988,1.0
155,8.0,0.0,0.0,0.0,0.0,0.0,0.25,24.0,6851.30434783,7931.19047619,0.0,0.052858,-0.198,0.428571428571
156,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14272.7391304,7370.38095238,0.0,0.047408,-0.192,0.666666666667
157,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11483.9565217,8713.76190476,0.0,0.061349,0.1372,1.0
158,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.231,12601.6666667,5170.0,0.0,0.058488,0.305769230769,0.5
159,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.538,7395.08333333,7251.68181818,0.0,0.05905,0.100384615385,0.6
160,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.538,10388.75,7175.04545455,0.0,0.066572,-0.144615384615,0.777784197602
161,2.0,0.0,4.0,0.0,4.0,0.0,0.2,23.077,12647.6666667,7129.0,0.0,0.046364,0.172307692308,1.0
162,9.0,0.0,0.0,0.0,0.0,0.0,0.25,23.077,9261.875,9265.72727273,0.0,0.048012,-0.233076923077,0.333323703597
163,6.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,38.462,8492.91666667,7237.40909091,0.0,0.049248,-0.00692307692308,1.0
164,8.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,8074.04166667,7738.86363636,0.0,0.050989,-0.123076923077,0.5
165,10.0,0.0,0.0,0.0,0.0,0.0,0.2,19.231,13351.3333333,6288.45454545,0.0,0.057946,-0.485769230769,0.727279173659
166,4.0,0.0,3.85,0.0,0.0,0.0,0.2,22.222,8859.44,5979.34782609,0.0,0.054001,0.328888888889,1.0
167,3.0,0.0,0.0,0.0,0.0,3.85,0.0,14.815,10992.36,5524.17391304,0.0,0.059045,0.276666666667,1.0
168,3.0,0.0,0.0,0.0,0.0,3.85,0.0,14.815,10884.28,6392.95652174,0.0,0.05076,0.282962962963,1.0
169,3.0,0.0,0.0,0.0,0.0,3.85,0.0,18.519,11444.8,4692.08695652,0.0,0.058462,0.276666666667,1.0
170,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.926,12714.96,14667.2608696,0.0,0.04628,-0.0877777777778,0.888882222356
171,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,8529.8,6300.0,0.0,0.051235,-0.183333333333,0.700002700003
172,7.0,0.0,0.0,0.0,0.0,0.0,0.2,14.815,9592.64,7467.82608696,0.0,0.035381,-0.105555555556,1.0
173,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,9943.68,9616.7826087,0.0,0.055461,-0.293703703704,0.166674166404
174,5.0,0.0,0.0,0.0,0.0,0.0,0.25,29.63,11418.44,8374.60869565,0.0,0.053705,-0.435555555556,0.428565918383
175,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.519,8101.44,6617.86956522,0.0,0.057276,-0.319259259259,0.222212222122
176,2.0,0.0,3.7,0.0,0.0,0.0,0.2,10.714,13193.1153846,4803.875,0.0,0.052601,0.105,1.0
177,9.0,0.0,0.0,0.0,0.0,0.0,0.125,10.714,11621.4230769,8195.04166667,0.0,0.059264,-0.243928571429,0.700005600045
178,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,10625.2692308,9119.375,0.0,0.063818,0.0739285714286,0.42856
179,3.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,20.69,14632.1481481,8867.88,0.0,0.05196,0.0675862068966,1.0
180,6.0,0.0,3.57,0.0,0.0,0.0,0.0,20.69,9534.25925926,4313.0,0.0,0.057002,0.133448275862,1.0
181,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.345,12948.7407407,6818.2,0.0,0.068514,-0.303793103448,0.600005799959
182,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.138,9834.11111111,8438.28,0.0,0.056773,-0.181034482759,0.333333333333
183,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,14257.8518519,7094.2,0.0,0.048642,-0.250344827586,0.624990937432
184,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.586,7582.92592593,8132.4,0.0,0.05473,-0.00655172413793,0.428577346922
185,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,7867.92592593,7496.52,0.0,0.054122,0.224482758621,1.0
186,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,7996.77777778,7073.8,0.0,0.048695,0.246206896552,1.0
187,5.0,0.0,3.45,0.0,0.0,3.45,0.142857142857,30.0,12082.0357143,8336.73076923,0.0,0.045378,0.194333333333,1.0
188,3.0,0.0,3.45,0.0,0.0,0.0,0.2,20.0,11926.6785714,6834.5,0.0,0.048324,0.155333333333,1.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.667,17625.0714286,15084.1538462,0.0,0.047716,0.121,1.0
190,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.667,11402.4285714,8114.76923077,0.0,0.056104,0.0646666666667,0.40001199976
191,10.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,13.333,13521.2857143,11815.0,0.0,0.04996,-0.211,0.555566666667
192,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15936.1785714,7596.19230769,0.0,0.052521,0.537333333333,0.0
193,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9553.46428571,7945.15384615,0.0,0.055363,0.004,0.625004687441
194,7.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0,11500.8928571,10199.6153846,0.0,0.05069,-0.031,1.0
195,3.0,0.0,0.0,0.0,3.45,0.0,0.0,20.0,13308.7142857,11031.6538462,0.0,0.041105,0.218333333333,1.0
196,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7962.60714286,5565.88461538,0.0,0.053644,-0.257333333333,0.75
197,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333,10442.25,5959.19230769,0.0,0.066602,-0.413,0.60000600006
198,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.903,10461.0689655,9998.55555556,0.004197,0.060502,0.119677419355,0.799987599975
199,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.806,10499.4137931,5846.48148148,0.003048,0.064434,-0.481290322581,0.545457107429
200,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.581,10193.3448276,9116.11111111,0.002652,0.048565,-0.119677419355,0.714273061423
201,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15075.7333333,8072.42857143,0.006272,0.048821,0.16875,1.0
202,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15795.8,7513.53571429,0.006088,0.045647,0.1459375,1.0
203,6.0,0.0,0.0,0.0,3.23,0.0,0.0,12.5,12167.1,10294.4642857,0.004722,0.043104,0.02375,1.0
204,5.0,0.0,0.0,0.0,0.0,0.0,0.25,31.25,10296.7333333,6197.53571429,0.000843,0.044727,0.1315625,1.0
